oos_period,row_model,col_model,adjacency_matrice
233,7,4,0.0
233,7,5,0.0
233,7,6,0.0
233,7,7,0.0
233,7,8,0.0
233,8,1,0.20275259253358388
233,8,2,0.0899953863461982
233,8,3,0.0
233,8,4,0.0
233,8,5,0.002000320221474014
233,8,6,0.3744111794819635
233,8,7,0.16682563306440648
233,8,8,0.0
234,1,1,0.0
234,1,2,0.07990452200438601
234,1,3,0.0
234,1,4,0.0
234,1,5,0.0
234,1,6,0.002894163632998468
234,1,7,0.0
234,1,8,0.0
234,2,1,0.0
234,2,2,0.0
234,2,3,0.0
234,2,4,0.0
234,2,5,0.0
234,2,6,0.0
234,2,7,0.19900779903507135
234,2,8,0.0
234,3,1,0.30662694664714946
234,3,2,0.6202361574865584
234,3,3,0.0
234,3,4,0.4075604996638498
234,3,5,0.34198146291146647
234,3,6,0.3895622710500996
234,3,7,0.32416947020829345
234,3,8,0.04057602945377379
234,4,1,0.4134444387270296
234,4,2,0.33131130382714813
234,4,3,0.0
234,4,4,0.0
234,4,5,0.3674128068938599
234,4,6,0.8406953124770118
234,4,7,0.5025578199167068
234,4,8,0.2552979121747551
234,5,1,0.043968913448786104
234,5,2,0.04166993718822611
234,5,3,0.0
234,5,4,0.0
234,5,5,0.0
234,5,6,0.04752239146616681
234,5,7,0.20654142352748087
234,5,8,0.0
234,6,1,0.0
234,6,2,0.13087679434784047
234,6,3,0.0
234,6,4,0.0
234,6,5,0.0
234,6,6,0.0
234,6,7,0.03646126397373277
234,6,8,0.0
234,7,1,0.04550483213794074
234,7,2,0.0
234,7,3,0.0
234,7,4,0.0
234,7,5,0.0
234,7,6,0.0
234,7,7,0.0
234,7,8,0.0
234,8,1,0.5030008506640943
234,8,2,0.0649553637306078
234,8,3,0.0
234,8,4,0.0
234,8,5,0.14041754379033272
234,8,6,0.10861128153952664
234,8,7,0.11889569652944272
234,8,8,0.0
235,1,1,0.0
235,1,2,0.3371485122177276
235,1,3,0.0
235,1,4,0.0
235,1,5,0.010947383934976084
235,1,6,0.0
235,1,7,0.010772198851083999
235,1,8,0.0
235,2,1,0.0
235,2,2,0.0
235,2,3,0.0
235,2,4,0.0
235,2,5,0.0
235,2,6,0.0
235,2,7,0.0
235,2,8,0.028107882202434813
235,3,1,0.13099846959445394
235,3,2,0.4018139081687583
235,3,3,0.0
235,3,4,0.0
235,3,5,0.7152684303975657
235,3,6,0.0
235,3,7,0.08548552661577219
235,3,8,0.936977031519957
235,4,1,0.17505593207720418
235,4,2,0.33379509582757944
235,4,3,0.1728861921219709
235,4,4,0.0
235,4,5,0.22682312563594806
235,4,6,0.5524349731856417
235,4,7,0.23657843932975128
235,4,8,0.6774554548810697
235,5,1,0.0
235,5,2,0.21756448579066284
235,5,3,0.0
235,5,4,0.0
235,5,5,0.0
235,5,6,0.0
235,5,7,0.1895884912753885
235,5,8,0.07018628197852088
235,6,1,0.04923941944006319
235,6,2,0.7093762565395904
235,6,3,0.3677744056228831
235,6,4,0.0
235,6,5,0.08066892829592809
235,6,6,0.0
235,6,7,0.05707839634613661
235,6,8,0.0
235,7,1,0.0
235,7,2,0.003410369713988971
235,7,3,0.0
235,7,4,0.0
235,7,5,0.0
235,7,6,0.0
235,7,7,0.0
235,7,8,0.0
235,8,1,0.06008926789687279
235,8,2,0.0
235,8,3,0.0
235,8,4,0.0
235,8,5,0.0
235,8,6,0.03476521629829919
235,8,7,0.07667144750640598
235,8,8,0.0
236,1,1,0.0
236,1,2,0.012195441129192361
236,1,3,0.0
236,1,4,0.0
236,1,5,0.0
236,1,6,0.0
236,1,7,0.03365457352597019
236,1,8,0.0
236,2,1,0.0
236,2,2,0.0
236,2,3,0.0
236,2,4,0.0
236,2,5,0.0
236,2,6,0.0
236,2,7,0.0
236,2,8,0.0
236,3,1,0.1976843225940459
236,3,2,0.33619016113686206
236,3,3,0.0
236,3,4,0.0
236,3,5,0.27861500143459594
236,3,6,0.16209470247871421
236,3,7,0.17093170343421715
236,3,8,0.1224570625101973
236,4,1,0.22067215360752207
236,4,2,0.3563567038699891
236,4,3,0.0697641766266419
236,4,4,0.0
236,4,5,0.22596623496383272
236,4,6,0.2411761611991961
236,4,7,0.204350673821331
236,4,8,0.21176002543658523
236,5,1,0.10450895306138241
236,5,2,0.1758441814330379
236,5,3,0.0
236,5,4,0.0
236,5,5,0.0
236,5,6,0.01376850455001843
236,5,7,0.04921983346821334
236,5,8,0.0
236,6,1,0.08496472685590596
236,6,2,0.14364750783146685
236,6,3,0.0
236,6,4,0.0
236,6,5,0.0
236,6,6,0.0
236,6,7,0.051282312791810045
236,6,8,0.0
236,7,1,0.0
236,7,2,0.07199290781602216
236,7,3,0.0
236,7,4,0.0
236,7,5,0.0
236,7,6,0.0
236,7,7,0.0
236,7,8,0.0
236,8,1,0.0357266941863801
236,8,2,0.16966009741820134
236,8,3,0.0
236,8,4,0.0
236,8,5,0.052393745596976724
236,8,6,0.044761682389784806
236,8,7,0.08753480369265679
236,8,8,0.0
237,1,1,0.0
237,1,2,0.0
237,1,3,0.0
237,1,4,0.0
237,1,5,0.0
237,1,6,0.0
237,1,7,0.18997968489560313
237,1,8,0.17346411536481368
237,2,1,0.4119277527520082
237,2,2,0.0
237,2,3,0.32762897964996085
237,2,4,0.0
237,2,5,0.0
237,2,6,0.0
237,2,7,0.0
237,2,8,0.0
237,3,1,0.2478082078193083
237,3,2,0.0
237,3,3,0.0
237,3,4,0.0
237,3,5,0.4960324533456783
237,3,6,0.0
237,3,7,0.0
237,3,8,0.5377206470239504
237,4,1,0.35227916900784956
237,4,2,0.32123167856208446
237,4,3,0.391246384143433
237,4,4,0.0
237,4,5,0.07105074718904614
237,4,6,0.26256476926302147
237,4,7,0.11241223677073642
237,4,8,0.274238063081665
237,5,1,0.5867073838198685
237,5,2,0.190243203493862
237,5,3,0.0
237,5,4,0.0
237,5,5,0.0
237,5,6,0.0
237,5,7,0.06369138911883918
237,5,8,0.0
237,6,1,0.4738279869364214
237,6,2,0.21226101888526347
237,6,3,0.5093832913935202
237,6,4,0.0
237,6,5,0.014230437524455977
237,6,6,0.0
237,6,7,0.05848340442074681
237,6,8,0.0
237,7,1,0.0
237,7,2,0.0793063851805135
237,7,3,0.10583047394442173
237,7,4,0.0
237,7,5,0.0
237,7,6,0.0
237,7,7,0.0
237,7,8,0.0
237,8,1,0.0
237,8,2,0.17128415337640196
237,8,3,0.0
237,8,4,0.0
237,8,5,0.05915925829693016
237,8,6,0.05702972456243592
237,8,7,0.09880434596135859
237,8,8,0.0
238,1,1,0.0
238,1,2,0.0
238,1,3,0.0
238,1,4,0.0
238,1,5,0.0
238,1,6,0.0
238,1,7,0.0
238,1,8,0.0
238,2,1,0.010510298498805724
238,2,2,0.0
238,2,3,0.17406240843127732
238,2,4,0.0
238,2,5,0.0
238,2,6,0.03538795534841902
238,2,7,0.0
238,2,8,0.0
