oos_period,model,centrality_score
260,6,0.0012801795484088862
260,7,0.007526361501455605
260,8,6.681920559843256e-05
261,1,9.708676151477361e-07
261,2,0.001186074779720561
261,3,2.803682425588714e-06
261,4,0.09818133290968725
261,5,0.8803304217469933
261,6,0.005164649949255917
261,7,0.01504357345329616
261,8,9.017261000601874e-05
262,1,4.431576296422169e-06
262,2,0.0014746626108078065
262,3,1.045718716173318e-06
262,4,0.1795976466150059
262,5,0.8004736329543004
262,6,0.008028449567370897
262,7,0.010306837168955892
262,8,0.00011329378754643715
263,1,6.679246447461859e-06
263,2,0.0017616615653717103
263,3,9.798282939557345e-07
263,4,0.2369206403600433
263,5,0.7349875444779914
263,6,0.02360160778010645
263,7,0.002575795178753631
263,8,0.0001450915619918988
264,1,1.4838475937886892e-06
264,2,0.0006202671829682562
264,3,9.139904589841368e-07
264,4,0.09522180214036027
264,5,0.8916182874781677
264,6,0.009824299220960868
264,7,0.002664603427451686
264,8,4.834271103843241e-05
265,1,9.70683016493581e-07
265,2,0.0007603378226372751
265,3,1.704243967164774e-06
265,4,0.23817056204344367
265,5,0.7356704411402315
265,6,0.021368667759375286
265,7,0.0039728755019159
265,8,5.44408044126562e-05
266,1,7.74711208299742e-07
266,2,0.00042909835469029926
266,3,1.5899650241591888e-06
266,4,0.1869324760631867
266,5,0.7903806537967369
266,6,0.020247179917334154
266,7,0.001969130230848698
266,8,3.909695997069982e-05
267,1,2.40758282854618e-06
267,2,0.00041166914070241806
267,3,7.282529984228029e-07
267,4,0.19420379356995446
267,5,0.7823457297360653
267,6,0.020954708324026624
267,7,0.002041125588159332
267,8,3.9837804264714314e-05
268,1,7.961599761628524e-07
268,2,0.0005373375904182557
268,3,2.115675891914854e-06
268,4,0.27354330489421386
268,5,0.6930779701522164
268,6,0.02998823815880133
268,7,0.0028033146439555238
268,8,4.692272352653841e-05
269,1,6.775025886912681e-07
269,2,0.0004177786793703863
