method,event_index,event_time,horizon,oracle_weight_profile
full_gcsr_pagerank,2,194,8,0.7378752856274988
full_gcsr_pagerank,2,194,9,0.7118844255303485
full_gcsr_pagerank,2,194,10,0.6830145197924152
full_gcsr_pagerank,2,194,11,0.6851982443416711
full_gcsr_pagerank,2,194,12,0.6660576397862321
full_gcsr_pagerank,2,194,13,0.6879991857630671
full_gcsr_pagerank,2,194,14,0.6910793327971632
full_gcsr_pagerank,2,194,15,0.7166471761617594
full_gcsr_pagerank,2,194,16,0.7057100821659399
full_gcsr_pagerank,2,194,17,0.7057995317756215
full_gcsr_pagerank,2,194,18,0.4980376309660607
full_gcsr_pagerank,2,194,19,0.6611752226412686
full_gcsr_pagerank,2,194,20,0.6748693272263506
full_gcsr_pagerank,2,194,21,0.6445126034511137
full_gcsr_pagerank,2,194,22,0.6391609259170187
full_gcsr_pagerank,2,194,23,0.615804920675049
full_gcsr_pagerank,2,194,24,0.6326477001144973
full_gcsr_pagerank,3,229,0,0.7309154116299845
full_gcsr_pagerank,3,229,1,0.6389899115557528
full_gcsr_pagerank,3,229,2,0.6407323112987906
full_gcsr_pagerank,3,229,3,0.6500079525762033
full_gcsr_pagerank,3,229,4,0.660923007927091
